ZCTA,COUNTY,STATE,COUNTYFP
37167,Rutherford County,TN,47149
58352,Cavalier County,ND,38019
59739,Beaverhead County,MT,30001
33428,Palm Beach County,FL,12099
37172,Robertson County,TN,47147
49635,Benzie County,MI,26019
22180,Fairfax County,VA,51059
61528,Peoria County,IL,17143
47952,Fountain County,IN,18045
59733,Powell County,MT,30077
61553,Fulton County,IL,17057
53126,Racine County,WI,55101
57375,Aurora County,SD,46003
58372,Towner County,ND,38095
47980,White County,IN,18181
31794,Tift County,GA,13277
47981,Tippecanoe County,IN,18157
27406,Guilford County,NC,37081
47982,Warren County,IN,18171
57379,Beadle County,SD,46005
49649,Grand Traverse County,MI,26055
58374,Eddy County,ND,38027
63823,Mississippi County,MO,29133
61433,Fulton County,IL,17057
36866,Macon County,AL,01087
56681,Itasca County,MN,27061
47881,Clay County,IN,18021
58270,Walsh County,ND,38099
59711,Deer Lodge County,MT,30023
56683,Beltrami County,MN,27007
53057,Fond du Lac County,WI,55039
57270,Marshall County,SD,46091
47924,Tippecanoe County,IN,18157
59724,Beaverhead County,MT,30001
47925,White County,IN,18181
57324,Beadle County,SD,46005
56729,Kittson County,MN,27069
22032,Fairfax County,VA,51059
29172,Lexington County,SC,45063
47926,White County,IN,18181
61525,Peoria County,IL,17143
49631,Osceola County,MI,26133
58348,Benson County,ND,38005
56758,Marshall County,MN,27089
61526,Peoria County,IL,17143
33418,Palm Beach County,FL,12099
47951,Newton County,IN,18111
49632,Missaukee County,MI,26113
56760,Marshall County,MN,27089
53098,Dodge County,WI,55027
58351,Benson County,ND,38005
63764,Bollinger County,MO,29017
61529,Peoria County,IL,17143
31784,Mitchell County,GA,13205
59736,Beaverhead County,MT,30001
22150,Fairfax County,VA,51059
63766,Cape Girardeau County,MO,29031
47983,Tippecanoe County,IN,18157
59759,Jefferson County,MT,30043
31795,Worth County,GA,13321
63824,Scott County,MO,29201
59760,Gallatin County,MT,30031
43212,Franklin County,OH,39049
49650,Benzie County,MI,26019
31796,Worth County,GA,13321
58379,Benson County,ND,38005
22206,Arlington County,VA,51013
37188,Robertson County,TN,47147
47987,Fountain County,IN,18045
63825,Stoddard County,MO,29207
33321,Broward County,FL,12011
58271,Pembina County,ND,38067
53058,Waukesha County,WI,55133
57271,Clark County,SD,46025
56684,Polk County,MN,27119
27295,Davidson County,NC,37057
57272,Codington County,SD,46029
37110,Warren County,TN,47177
61434,Henry County,IL,17073
61435,Warren County,IL,17187
43116,Pickaway County,OH,39129
61476,Mercer County,IL,17131
56731,Kittson County,MN,27069
29175,Kershaw County,SC,45055
57325,Brule County,SD,46015
33407,Palm Beach County,FL,12099
33426,Palm Beach County,FL,12099
63767,Scott County,MO,29201
37171,Montgomery County,TN,47125
31787,Lee County,GA,13177
57350,Beadle County,SD,46005
63769,Cape Girardeau County,MO,29031
53130,Milwaukee County,WI,55079
37189,Davidson County,TN,47037
63826,Pemiscot County,MO,29155
31798,Irwin County,GA,13155
59761,Beaverhead County,MT,30001
63828,New Madrid County,MO,29143
31801,Marion County,GA,13197
33441,Broward County,FL,12011
22207,Arlington County,VA,51013
43117,Pickaway County,OH,39129
49504,Kent County,MI,26081
56688,Itasca County,MN,27061
31711,Sumter County,GA,13261
47884,Vermillion County,IN,18165
29150,Sumter County,SC,45085
27298,Randolph County,NC,37151
33323,Broward County,FL,12011
63645,Madison County,MO,29123
58277,Steele County,ND,38091
57279,Roberts County,SD,46109
61447,Warren County,IL,17187
29152,Sumter County,SC,45085
56701,Pennington County,MN,27113
36869,Russell County,AL,01113
59714,Gallatin County,MT,30031
47905,Tippecanoe County,IN,18157
61454,Henderson County,IL,17071
61479,Stark County,IL,17175
22033,Fairfax County,VA,51059
43138,Hocking County,OH,39073
22035,Fairfax County,VA,51059
53083,Sheboygan County,WI,55117
63770,Cape Girardeau County,MO,29031
47954,Montgomery County,IN,18107
61530,Woodford County,IL,17203
22152,Fairfax County,VA,51059
58355,Cavalier County,ND,38019
56762,Polk County,MN,27119
27370,Randolph County,NC,37151
61532,Mason County,IL,17125
47957,Pulaski County,IN,18131
47958,Fountain County,IN,18045
49633,Kalkaska County,MI,26079
57381,Hand County,SD,46059
29301,Spartanburg County,SC,45083
47991,Warren County,IN,18171
22209,Arlington County,VA,51013
37191,Montgomery County,TN,47125
22211,Arlington County,VA,51013
59762,Beaverhead County,MT,30001
47997,Carroll County,IN,18015
22306,Fairfax County,VA,51059
63834,Mississippi County,MO,29133
31811,Harris County,GA,13145
49659,Antrim County,MI,26009
53143,Kenosha County,WI,55059
31712,Crisp County,GA,13081
37115,Davidson County,TN,47037
57273,Day County,SD,46037
61439,Knox County,IL,17095
37118,Rutherford County,TN,47149
27299,Davidson County,NC,37057
53065,Fond du Lac County,WI,55039
61440,McDonough County,IL,17109
43119,Franklin County,OH,39049
49611,Antrim County,MI,26009
33408,Palm Beach County,FL,12099
61480,Henderson County,IL,17071
56734,Kittson County,MN,27069
61483,Stark County,IL,17175
57332,Hanson County,SD,46061
33410,Palm Beach County,FL,12099
63730,Stoddard County,MO,29207
63774,Scott County,MO,29201
49634,Manistee County,MI,26101
43202,Franklin County,OH,39049
61533,Peoria County,IL,17143
59803,Missoula County,MT,30063
58382,Ramsey County,ND,38071
43214,Franklin County,OH,39049
49505,Kent County,MI,26081
58275,Grand Forks County,ND,38035
27301,Guilford County,NC,37081
61441,Fulton County,IL,17057
33324,Broward County,FL,12011
63648,Washington County,MO,29221
57274,Day County,SD,46037
47901,Tippecanoe County,IN,18157
20176,Loudoun County,VA,51107
36870,Lee County,AL,01081
33325,Broward County,FL,12011
49506,Kent County,MI,26081
37149,Rutherford County,TN,47149
61489,Knox County,IL,17095
58338,Ramsey County,ND,38071
43144,Hocking County,OH,39073
37150,Macon County,TN,47111
57340,Hanson County,SD,46061
57341,Buffalo County,SD,46017
63739,Cape Girardeau County,MO,29031
61501,Fulton County,IL,17057
56733,Kittson County,MN,27069
58329,Rolette County,ND,38079
63703,Cape Girardeau County,MO,29031
22042,Fairfax County,VA,51059
61516,Woodford County,IL,17203
57329,Charles Mix County,SD,46023
37146,Robertson County,TN,47147
49612,Antrim County,MI,26009
61482,Fulton County,IL,17057
31765,Mitchell County,GA,13205
22039,Fairfax County,VA,51059
57330,Douglas County,SD,46043
49613,Manistee County,MI,26101
58330,Ramsey County,ND,38071
33409,Palm Beach County,FL,12099
27330,Lee County,NC,37105
43203,Franklin County,OH,39049
33430,Palm Beach County,FL,12099
59741,Gallatin County,MT,30031
57355,Brule County,SD,46015
56763,Roseau County,MN,27135
31790,Turner County,GA,13287
37201,Davidson County,TN,47037
22213,Arlington County,VA,51013
37122,Wilson County,TN,47189
29153,Sumter County,SC,45085
36871,Russell County,AL,01113
57278,Clark County,SD,46025
56710,Marshall County,MN,27089
63650,Iron County,MO,29093
56711,,,
33326,Broward County,FL,12011
63653,St. Francois County,MO,29187
31719,Sumter County,GA,13261
27305,Caswell County,NC,37033
20181,Prince William County,VA,51153
58331,Towner County,ND,38095
53085,Sheboygan County,WI,55117
47932,Warren County,IN,18171
56735,Kittson County,MN,27069
61485,Knox County,IL,17095
53086,Washington County,WI,55131
43140,Madison County,OH,39097
53088,Calumet County,WI,55015
43142,Fayette County,OH,39047
29180,Fairfield County,SC,45039
37148,Sumner County,TN,47165
56736,Polk County,MN,27119
61486,Mercer County,IL,17131
58332,Benson County,ND,38005
57335,Gregory County,SD,46053
61488,Knox County,IL,17095
63732,Perry County,MO,29157
49615,Antrim County,MI,26009
53089,Waukesha County,WI,55133
61535,Tazewell County,IL,17179
29207,Richland County,SC,45079
59743,Beaverhead County,MT,30001
29208,Richland County,SC,45079
58356,Eddy County,ND,38027
49636,Leelanau County,MI,26089
59745,Madison County,MT,30057
57358,Jerauld County,SD,46073
27376,Moore County,NC,37125
22214,Arlington County,VA,51013
49653,Leelanau County,MI,26089
49654,Leelanau County,MI,26089
31803,Marion County,GA,13197
22301,Alexandria city,VA,51510
27408,Guilford County,NC,37081
31804,Harris County,GA,13145
63830,Pemiscot County,MO,29155
57383,Aurora County,SD,46003
22302,Alexandria city,VA,51510
47993,Warren County,IN,18171
63833,Stoddard County,MO,29207
53140,Kenosha County,WI,55059
37203,Davidson County,TN,47037
31720,Brooks County,GA,13027
36874,Lee County,AL,01081
53066,Waukesha County,WI,55133
53069,Waukesha County,WI,55133
20184,Loudoun County,VA,51107
63654,Reynolds County,MO,29179
56713,Marshall County,MN,27089
49507,Kent County,MI,26081
58282,Pembina County,ND,38067
61449,Stark County,IL,17175
29154,Sumter County,SC,45085
27310,Guilford County,NC,37081
31721,Dougherty County,GA,13095
36877,Lee County,AL,01081
22044,Fairfax County,VA,51059
27341,Randolph County,NC,37151
63735,Stoddard County,MO,29207
61490,Henry County,IL,17073
43145,Pickaway County,OH,39129
37151,Smith County,TN,47159
27343,Person County,NC,37145
37153,Rutherford County,TN,47149
22046,Falls Church city,VA,51610
49617,Benzie County,MI,26019
29201,Richland County,SC,45079
63736,Scott County,MO,29201
43146,Pickaway County,OH,39129
63738,Stoddard County,MO,29207
33431,Palm Beach County,FL,12099
59747,Madison County,MT,30057
58363,Towner County,ND,38095
37175,Houston County,TN,47083
29209,Richland County,SC,45079
57363,Davison County,SD,46035
33436,Palm Beach County,FL,12099
37184,Wilson County,TN,47189
47971,Benton County,IN,18007
31791,Worth County,GA,13321
53114,Walworth County,WI,55127
53108,Racine County,WI,55101
58361,Nelson County,ND,38063
33444,Palm Beach County,FL,12099
58384,Bottineau County,ND,38009
33445,Palm Beach County,FL,12099
61561,Woodford County,IL,17203
59801,Missoula County,MT,30063
58385,Pierce County,ND,38069
31722,Colquitt County,GA,13071
63660,Washington County,MO,29221
61453,Warren County,IL,17187
59715,Gallatin County,MT,30031
36901,Sumter County,AL,01119
63662,Bollinger County,MO,29017
43125,Franklin County,OH,39049
33332,Broward County,FL,12011
59716,Madison County,MT,30057
57342,Charles Mix County,SD,46023
33411,Palm Beach County,FL,12099
31772,Worth County,GA,13321
57344,Douglas County,SD,46043
49619,Manistee County,MI,26101
59727,Silver Bow County,MT,30093
56748,Red Lake County,MN,27125
31773,Thomas County,GA,13275
49620,Grand Traverse County,MI,26055
49622,Antrim County,MI,26009
57348,Beadle County,SD,46005
58344,Nelson County,ND,38063
58345,Ramsey County,ND,38071
33432,Palm Beach County,FL,12099
53110,Milwaukee County,WI,55079
59748,Silver Bow County,MT,30093
61537,Marshall County,IL,17123
61539,Peoria County,IL,17143
57359,Sanborn County,SD,46111
61562,Peoria County,IL,17143
43217,Franklin County,OH,39049
22305,Alexandria city,VA,51510
61563,Fulton County,IL,17057
61564,Tazewell County,IL,17179
31806,Schley County,GA,13249
49657,Missaukee County,MI,26113
36907,Sumter County,AL,01119
33334,Broward County,FL,12011
31743,Lee County,GA,13177
61455,McDonough County,IL,17109
58316,Rolette County,ND,38079
61458,Knox County,IL,17095
49525,Kent County,MI,26081
22025,Prince William County,VA,51153
29160,Lexington County,SC,45063
49509,Kent County,MI,26081
63663,Iron County,MO,29093
43126,Franklin County,OH,39049
53072,Waukesha County,WI,55133
57301,Davison County,SD,46035
31730,Mitchell County,GA,13205
27312,Chatham County,NC,37037
56755,Kittson County,MN,27069
22124,Fairfax County,VA,51059
47949,Fountain County,IN,18045
63760,Bollinger County,MO,29017
27357,Rockingham County,NC,37157
47943,Newton County,IN,18111
63751,Bollinger County,MO,29017
57345,Hyde County,SD,46069
57346,Hyde County,SD,46069
63742,Scott County,MO,29201
61517,Peoria County,IL,17143
27344,Chatham County,NC,37037
59728,Powell County,MT,30077
63744,Cape Girardeau County,MO,29031
43147,Fairfield County,OH,39045
58362,Ramsey County,ND,38071
57361,Charles Mix County,SD,46023
27379,Caswell County,NC,37033
43204,Franklin County,OH,39049
59749,Madison County,MT,30057
61541,Marshall County,IL,17123
49640,Benzie County,MI,26019
27401,Guilford County,NC,37081
33446,Palm Beach County,FL,12099
31808,Harris County,GA,13145
33449,Palm Beach County,FL,12099
49512,Kent County,MI,26081
58301,Ramsey County,ND,38071
27313,Guilford County,NC,37081
20191,Fairfax County,VA,51059
58311,Cavalier County,ND,38019
56720,Kittson County,MN,27069
31735,Sumter County,GA,13261
29161,Florence County,SC,45041
36908,Choctaw County,AL,01023
36910,Choctaw County,AL,01023
49519,Kent County,MI,26081
37129,Rutherford County,TN,47149
27316,Randolph County,NC,37151
36912,Choctaw County,AL,01023
33351,Broward County,FL,12011
61519,Fulton County,IL,17057
63745,Cape Girardeau County,MO,29031
49621,Leelanau County,MI,26089
58341,Wells County,ND,38103
53093,Sheboygan County,WI,55117
58343,Benson County,ND,38005
43205,Franklin County,OH,39049
33434,Palm Beach County,FL,12099
59751,Madison County,MT,30057
31810,Talbot County,GA,13263
61567,Mason County,IL,17125
27410,Guilford County,NC,37081
63839,Pemiscot County,MO,29155
33455,Martin County,FL,12085
27455,Guilford County,NC,37081
29306,Spartanburg County,SC,45083
61570,Woodford County,IL,17203
36913,Choctaw County,AL,01023
47906,Tippecanoe County,IN,18157
20198,Fauquier County,VA,51061
47907,Tippecanoe County,IN,18157
63664,Washington County,MO,29221
31744,Worth County,GA,13321
31747,Colquitt County,GA,13071
56721,Polk County,MN,27119
63746,Perry County,MO,29157
47941,Tippecanoe County,IN,18157
63880,Dunklin County,MO,29069
63882,Mississippi County,MO,29133
33487,Palm Beach County,FL,12099
61704,McLean County,IL,17113
22473,Northumberland County,VA,51133
22476,Essex County,VA,51057
22480,Lancaster County,VA,51103
57559,Jones County,SD,46075
37331,McMinn County,TN,47107
33567,Hillsborough County,FL,12057
27562,Wake County,NC,37183
43413,Wood County,OH,39173
37332,Rhea County,TN,47143
27563,Warren County,NC,37185
37333,Polk County,TN,47139
57563,Todd County,SD,46121
53219,Milwaukee County,WI,55079
22580,Caroline County,VA,51033
49733,Crawford County,MI,26039
53501,Rock County,WI,55105
58531,McLean County,ND,38055
27591,Wake County,NC,37183
22637,Frederick County,VA,51069
43501,Williams County,OH,39171
64040,Johnson County,MO,29101
57626,Meade County,SD,46093
57630,Dewey County,SD,46041
22639,Fauquier County,VA,51061
22640,Rappahannock County,VA,51157
58532,Burleigh County,ND,38015
57631,Walworth County,SD,46129
63852,Dunklin County,MO,29069
31830,Meriwether County,GA,13199
53150,Waukesha County,WI,55133
63853,Pemiscot County,MO,29155
59824,Lake County,MT,30047
29329,Spartanburg County,SC,45083
63855,Dunklin County,MO,29069
57434,Spink County,SD,46115
49670,Leelanau County,MI,26089
29332,Laurens County,SC,45059
49676,Kalkaska County,MI,26079
58423,Wells County,ND,38103
59828,Ravalli County,MT,30081
57438,Faulk County,SD,46049
61614,Peoria County,IL,17143
43310,Hardin County,OH,39065
43322,Marion County,OH,39101
22514,Caroline County,VA,51033
43326,Hardin County,OH,39065
43330,Wyandot County,OH,39175
57501,Hughes County,SD,46065
29384,Laurens County,SC,45059
59860,Lake County,MT,30047
63939,Ripley County,MO,29181
61734,Tazewell County,IL,17179
49712,Charlevoix County,MI,26029
33540,Pasco County,FL,12101
58461,Barnes County,ND,38003
27530,Wayne County,NC,37191
27531,Wayne County,NC,37191
57476,Spink County,SD,46115
33570,Hillsborough County,FL,12057
64014,Jackson County,MO,29095
57567,Haakon County,SD,46055
53221,Milwaukee County,WI,55079
22601,Winchester city,VA,51840
57568,Lyman County,SD,46085
37335,Lincoln County,TN,47103
61769,Livingston County,IL,17105
27571,Wake County,NC,37183
43420,Sandusky County,OH,39143
33573,Hillsborough County,FL,12057
49689,Manistee County,MI,26101
33496,Palm Beach County,FL,12099
29356,Greenville County,SC,45045
58445,Foster County,ND,38031
39813,Early County,GA,13099
37305,Grundy County,TN,47061
49690,Grand Traverse County,MI,26055
57467,Hand County,SD,46059
43311,Logan County,OH,39091
22485,King George County,VA,51099
29365,Spartanburg County,SC,45083
43319,Logan County,OH,39091
57475,Potter County,SD,46107
57468,Day County,SD,46037
58455,Stutsman County,ND,38093
59845,Lake County,MT,30047
49674,,,
22435,Northumberland County,VA,51133
27519,Wake County,NC,37183
58429,Barnes County,ND,38003
53178,Jefferson County,WI,55055
58431,LaMoure County,ND,38045
49683,Benzie County,MI,26019
59832,Granite County,MT,30039
57442,Potter County,SD,46107
37210,Davidson County,TN,47037
43228,Franklin County,OH,39049
37215,Davidson County,TN,47037
53177,Racine County,WI,55101
31904,Muscogee County,GA,13215
22508,Orange County,VA,51137
29376,Spartanburg County,SC,45083
43324,Logan County,OH,39091
29377,Spartanburg County,SC,45083
29378,Spartanburg County,SC,45083
39824,Clay County,GA,13061
61728,McLean County,IL,17113
57479,Brown County,SD,46013
53205,Milwaukee County,WI,55079
39825,Decatur County,GA,13087
37336,Meigs County,TN,47121
57570,Todd County,SD,46121
58503,Burleigh County,ND,38015
57571,Gregory County,SD,46053
37337,Rhea County,TN,47143
49735,Otsego County,MI,26137
64017,Ray County,MO,29177
61772,McLean County,IL,17113
53223,Milwaukee County,WI,55079
49736,Chippewa County,MI,26033
57460,Brown County,SD,46013
37303,McMinn County,TN,47107
33498,Palm Beach County,FL,12099
33503,Hillsborough County,FL,12057
27526,Harnett County,NC,37085
57461,Spink County,SD,46115
53188,Waukesha County,WI,55133
59846,Missoula County,MT,30063
33467,Palm Beach County,FL,12099
29331,Spartanburg County,SC,45083
57435,Faulk County,SD,46049
61607,Peoria County,IL,17143
59825,Granite County,MT,30039
53153,Waukesha County,WI,55133
61730,McLean County,IL,17113
57481,Brown County,SD,46013
61773,Ford County,IL,17053
37339,Grundy County,TN,47061
22602,Frederick County,VA,51069
43433,Ottawa County,OH,39123
43434,Lucas County,OH,39095
27573,Person County,NC,37145
57577,Jackson County,SD,46071
59910,Lake County,MT,30047
43437,Wood County,OH,39173
61776,McLean County,IL,17113
61720,McLean County,IL,17113
58448,Griggs County,ND,38039
57465,Spink County,SD,46115
37306,Franklin County,TN,47051
61721,Tazewell County,IL,17179
27527,Johnston County,NC,37101
22407,Spotsylvania County,VA,51177
58421,Foster County,ND,38031
31833,Harris County,GA,13145
29333,Spartanburg County,SC,45083
57436,Spink County,SD,46115
59826,Missoula County,MT,30063
58422,Wells County,ND,38103
53154,Milwaukee County,WI,55079
59827,Ravalli County,MT,30081
29334,Spartanburg County,SC,45083
53156,Jefferson County,WI,55055
37211,Davidson County,TN,47037
57437,McPherson County,SD,46089
27516,Orange County,NC,37135
31901,Muscogee County,GA,13215
63857,Dunklin County,MO,29069
29335,Spartanburg County,SC,45083
61731,McLean County,IL,17113
59859,Sanders County,MT,30089
63934,Wayne County,MO,29223
58466,LaMoure County,ND,38045
37312,Bradley County,TN,47011
49709,Montmorency County,MI,26119
49710,Chippewa County,MI,26033
61735,De Witt County,IL,17039
37313,Grundy County,TN,47061
58467,Stutsman County,ND,38093
43438,Erie County,OH,39043
43439,Ottawa County,OH,39123
61778,De Witt County,IL,17039
29414,Charleston County,SC,45019
22603,Frederick County,VA,51069
58504,Burleigh County,ND,38015
43442,Sandusky County,OH,39143
53226,Milwaukee County,WI,55079
53228,Milwaukee County,WI,55079
29426,Charleston County,SC,45019
64029,Jackson County,MO,29095
33596,Hillsborough County,FL,12057
61810,Vermilion County,IL,17183
27577,Johnston County,NC,37101
22625,Frederick County,VA,51069
29429,Charleston County,SC,45019
58529,Grant County,ND,38037
64035,Ray County,MO,29177
43440,Ottawa County,OH,39123
37343,Hamilton County,TN,47065
58521,Burleigh County,ND,38015
61777,De Witt County,IL,17039
29420,Dorchester County,SC,45035
33510,Hillsborough County,FL,12057
57466,Faulk County,SD,46049
58452,Griggs County,ND,38039
49701,Emmet County,MI,26047
59851,Missoula County,MT,30063
49705,Cheboygan County,MI,26031
37307,Polk County,TN,47139
58454,LaMoure County,ND,38045
63860,New Madrid County,MO,29143
29338,Spartanburg County,SC,45083
53167,Racine County,WI,55101
63862,New Madrid County,MO,29143
37315,Hamilton County,TN,47065
53207,Milwaukee County,WI,55079
22520,Westmoreland County,VA,51193
61736,McLean County,IL,17113
22529,Westmoreland County,VA,51193
61737,McLean County,IL,17113
58472,Stutsman County,ND,38093
22534,Spotsylvania County,VA,51177
37317,Polk County,TN,47139
39828,Grady County,GA,13131
43334,Morrow County,OH,39117
33579,Hillsborough County,FL,12057
37342,Coffee County,TN,47031
58505,Burleigh County,ND,38015
64022,Lafayette County,MO,29107
22610,Warren County,VA,51187
61723,Logan County,IL,17107
53189,Waukesha County,WI,55133
59853,Sanders County,MT,30089
61724,McLean County,IL,17113
33511,Hillsborough County,FL,12057
43314,Marion County,OH,39101
49706,Emmet County,MI,26047
29364,Union County,SC,45087
59854,Powell County,MT,30077
37213,Davidson County,TN,47037
57439,Brown County,SD,46013
27517,Chatham County,NC,37037
31903,Muscogee County,GA,13215
53168,Kenosha County,WI,55059
59830,Mineral County,MT,30061
58426,Stutsman County,ND,38093
59831,Sanders County,MT,30089
43336,Logan County,OH,39091
22538,Caroline County,VA,51033
37318,Franklin County,TN,47051
63936,Stoddard County,MO,29207
39834,Decatur County,GA,13087
61738,Woodford County,IL,17203
57522,Hughes County,SD,46065
22542,Orange County,VA,51137
29388,Spartanburg County,SC,45083
33541,Pasco County,FL,12101
57529,Tripp County,SD,46123
33542,Pasco County,FL,12101
27542,Johnston County,NC,37101
61749,De Witt County,IL,17039
57537,Stanley County,SD,46117
57540,Hyde County,SD,46069
49715,Chippewa County,MI,26033
43343,Logan County,OH,39091
29403,Charleston County,SC,45019
43443,Wood County,OH,39173
33585,Sumter County,FL,12119
43446,Ottawa County,OH,39123
58520,Morton County,ND,38059
53227,Milwaukee County,WI,55079
29418,Charleston County,SC,45019
59855,Lake County,MT,30047
57470,Hand County,SD,46059
37310,Bradley County,TN,47011
43315,Morrow County,OH,39117
58456,Dickey County,ND,38021
22488,Westmoreland County,VA,51193
29368,Spartanburg County,SC,45083
53190,Walworth County,WI,55127
53172,Milwaukee County,WI,55079
22432,Northumberland County,VA,51133
27541,Person County,NC,37145
57528,Tripp County,SD,46123
43348,Logan County,OH,39091
63954,Butler County,MO,29023
58475,Kidder County,ND,38043
43338,Morrow County,OH,39117
61739,Livingston County,IL,17105
43340,Hardin County,OH,39065
63940,Butler County,MO,29023
39837,Miller County,GA,13201
27539,Wake County,NC,37183
29401,Charleston County,SC,45019
57579,Mellette County,SD,46095
59911,Lake County,MT,30047
61801,Champaign County,IL,17019
29424,Charleston County,SC,45019
64024,Clay County,MO,29047
37345,Franklin County,TN,47051
53233,Milwaukee County,WI,55079
33594,Hillsborough County,FL,12057
53235,Milwaukee County,WI,55079
53295,Milwaukee County,WI,55079
43449,Ottawa County,OH,39123
53191,Walworth County,WI,55127
29369,Spartanburg County,SC,45083
53195,Walworth County,WI,55127
43231,Franklin County,OH,39049
22433,Orange County,VA,51137
63866,New Madrid County,MO,29143
33472,Palm Beach County,FL,12099
59864,Lake County,MT,30047
63941,Carter County,MO,29035
58476,Stutsman County,ND,38093
43342,Marion County,OH,39101
49716,Emmet County,MI,26047
49717,Cheboygan County,MI,26031
49718,Emmet County,MI,26047
61741,Livingston County,IL,17105
58478,Kidder County,ND,38043
39840,Randolph County,GA,13243
22546,Caroline County,VA,51033
27540,Wake County,NC,37183
57531,Jones County,SD,46075
61743,Livingston County,IL,17105
49719,,,
39841,Early County,GA,13099
63944,Wayne County,MO,29223
22623,Rappahannock County,VA,51157
43450,Wood County,OH,39173
59912,Flathead County,MT,30029
61802,Champaign County,IL,17019
22624,Frederick County,VA,51069
59913,Flathead County,MT,30029
43451,Wood County,OH,39173
59914,Lake County,MT,30047
37348,Lincoln County,TN,47103
43317,Morrow County,OH,39117
33521,Sumter County,FL,12119
58458,LaMoure County,ND,38045
33473,Palm Beach County,FL,12099
22436,Essex County,VA,51057
63868,New Madrid County,MO,29143
33476,Palm Beach County,FL,12099
43232,Franklin County,OH,39049
29341,Cherokee County,SC,45021
57449,Brown County,SD,46013
43240,Delaware County,OH,39041
57452,Walworth County,SD,46129
58442,Logan County,ND,38047
49688,Osceola County,MI,26133
37220,Davidson County,TN,47037
57457,McPherson County,SD,46089
58444,Sheridan County,ND,38083
22548,Richmond County,VA,51159
61744,McLean County,IL,17113
53211,Milwaukee County,WI,55079
37322,Meigs County,TN,47121
63951,Wayne County,MO,29223
59867,Mineral County,MT,30061
57532,Stanley County,SD,46117
58481,Barnes County,ND,38003
63953,Ripley County,MO,29181
53212,Milwaukee County,WI,55079
33545,Pasco County,FL,12101
57533,Gregory County,SD,46053
63955,Ripley County,MO,29181
58482,Kidder County,ND,38043
53213,Milwaukee County,WI,55079
27582,Granville County,NC,37077
59915,Lake County,MT,30047
37350,Hamilton County,TN,47065
58523,Mercer County,ND,38057
53402,Racine County,WI,55101
37351,Hamilton County,TN,47065
53202,Milwaukee County,WI,55079
29373,Spartanburg County,SC,45083
22503,Lancaster County,VA,51103
22438,Essex County,VA,51057
53181,Kenosha County,WI,55059
37217,Davidson County,TN,47037
33477,Palm Beach County,FL,12099
59834,Missoula County,MT,30063
63869,New Madrid County,MO,29143
61615,Peoria County,IL,17143
27520,Johnston County,NC,37101
59837,Granite County,MT,30039
29346,Spartanburg County,SC,45083
61750,De Witt County,IL,17039
61751,Logan County,IL,17107
27545,Wake County,NC,37183
63956,Wayne County,MO,29223
57536,Hughes County,SD,46065
33547,Hillsborough County,FL,12057
33548,Hillsborough County,FL,12057
43356,Marion County,OH,39101
58484,Griggs County,ND,38039
57538,Gregory County,SD,46053
39845,Seminole County,GA,13253
53214,Milwaukee County,WI,55079
58487,Kidder County,ND,38043
33558,Hillsborough County,FL,12057
39859,Seminole County,GA,13253
27551,Warren County,NC,37185
49727,Charlevoix County,MI,26029
59873,Sanders County,MT,30089
59874,Sanders County,MT,30089
37326,Polk County,TN,47139
39867,Quitman County,GA,13239
43357,Logan County,OH,39091
64030,Jackson County,MO,29095
27583,Person County,NC,37145
57580,Tripp County,SD,46123
49740,Emmet County,MI,26047
58528,Sioux County,ND,38085
61813,Piatt County,IL,17147
57584,Tripp County,SD,46123
53203,Milwaukee County,WI,55079
59858,Granite County,MT,30039
57474,Brown County,SD,46013
29375,Spartanburg County,SC,45083
43321,Morrow County,OH,39117
49707,Alpena County,MI,26007
39823,Early County,GA,13099
33523,Pasco County,FL,12101
61729,Woodford County,IL,17203
58463,Sheridan County,ND,38083
61616,Peoria County,IL,17143
61625,Peoria County,IL,17143
63870,New Madrid County,MO,29143
53183,Waukesha County,WI,55133
37219,Davidson County,TN,47037
58433,LaMoure County,ND,38045
27521,Harnett County,NC,37085
57446,Brown County,SD,46013
33478,Palm Beach County,FL,12099
57548,Lyman County,SD,46085
43403,Wood County,OH,39173
58486,Wells County,ND,38103
33549,Hillsborough County,FL,12057
61752,McLean County,IL,17113
27546,Harnett County,NC,37085
39846,Calhoun County,GA,13037
59871,Ravalli County,MT,30081
37325,Polk County,TN,47139
49721,Cheboygan County,MI,26031
49722,Emmet County,MI,26047
57543,Jackson County,SD,46071
39851,Clay County,GA,13061
57553,Haakon County,SD,46055
27559,Chatham County,NC,37037
37352,Moore County,TN,47127
61814,Vermilion County,IL,17183
61815,Champaign County,IL,17019
33597,Sumter County,FL,12119
53403,Racine County,WI,55101
64036,Ray County,MO,29177
43222,Franklin County,OH,39049
27503,Durham County,NC,37063
57401,Brown County,SD,46013
61571,Tazewell County,IL,17179
31821,Stewart County,GA,13259
29321,Union County,SC,45087
58401,Stutsman County,ND,38093
61572,Knox County,IL,17095
58402,Stutsman County,ND,38093
57448,McPherson County,SD,46089
22448,King George County,VA,51099
27522,Granville County,NC,37077
33480,,,
43359,Wyandot County,OH,39175
43360,Logan County,OH,39091
58488,Kidder County,ND,38043
29406,Charleston County,SC,45019
61754,McLean County,IL,17113
57547,Jackson County,SD,46071
49725,Chippewa County,MI,26033
39854,Quitman County,GA,13239
53215,Milwaukee County,WI,55079
22556,Stafford County,VA,51179
